0	2	2	2
0.0787402	2	2.00005	2.00005
0.15748	2.00005	2.00007	2.00007
0.23622	2.00007	2.0001	2.0001
0.314961	2.0001	2.00011	2.00011
0.393701	2.00011	2.00014	2.00014
0.472441	2.00014	2.00013	2.00013
0.551181	2.00013	2.00015	2.00015
0.629921	2.00015	2.00013	2.00013
0.708661	2.00013	2.00014	2.00014
0.787402	2.00014	2.00013	2.00013
0.866142	2.00013	2.00014	2.00014
0.944882	2.00014	2.00013	2.00013
1.02362	2.00013	2.00015	2.00015
1.10236	2.00015	2.00015	2.00015
1.1811	2.00015	2.00018	2.00018
1.25984	2.00018	2.00018	2.00018
1.33858	2.00018	2.00021	2.008
1.41732	2.00021	2.00022	2.01526
1.49606	2.00022	2.00025	2.02224
1.5748	2.00025	2.00026	2.02913
1.65354	2.00026	2.00684	2.03545
1.73228	2.0003	2.01323	2.04093
1.81102	2.0003	2.01905	2.04546
1.88976	2.00034	2.02457	2.04888
1.9685	2.00035	2.02942	2.05122
2.04724	2.00038	2.03366	2.05249
2.12598	2.00037	2.03728	2.05264
2.20472	2.00206	2.04023	2.05188
2.28346	2.0066	2.04243	2.05032
2.3622	2.01101	2.04394	2.04807
2.44094	2.01515	2.04474	2.04518
2.51969	2.01885	2.0449	2.04175
2.59843	2.02226	2.04436	2.0378
2.67717	2.02529	2.04323	2.03339
2.75591	2.028	2.04158	2.02862
2.83465	2.03034	2.03949	2.02351
2.91339	2.0323	2.03693	2.01815
2.99213	2.03382	2.03402	2.01257
3.07087	2.03497	2.03077	2.00687
3.14961	2.03568	2.0272	2.00108
3.22835	2.03603	2.02337	1.99528
3.30709	2.03598	2.0193	1.98953
3.38583	2.03561	2.01505	1.98389
3.46457	2.03486	2.01067	1.97842
3.54331	2.0338	2.0062	1.97324
3.62205	2.03246	2.00169	1.96836
3.70079	2.03083	1.99716	1.96384
3.77953	2.02897	1.99266	1.95974
3.85827	2.02692	1.98822	1.95614
3.93701	2.02468	1.98388	1.9531
4.01575	2.02228	1.97971	1.9507
4.09449	2.0197	1.97571	1.94898
4.17323	2.01699	1.97192	1.94798
4.25197	2.01416	1.96839	1.94772
4.33071	2.01124	1.96515	1.9482
4.40945	2.00822	1.96226	1.94937
4.48819	2.00515	1.95974	1.95116
4.56693	2.00203	1.95767	1.95352
4.64567	1.9989	1.95605	1.95635
4.72441	1.99574	1.95495	1.95961
4.80315	1.99262	1.95436	1.96319
4.88189	1.98952	1.95434	1.96706
4.96063	1.98649	1.9548	1.97112
5.03937	1.98352	1.95578	1.97535
5.11811	1.98067	1.95718	1.97968
5.19685	1.97792	1.95903	1.98411
5.27559	1.97533	1.9612	1.9886
5.35433	1.9729	1.96375	1.99313
5.43307	1.97069	1.96651	1.99767
5.51181	1.96871	1.96957	2.00222
5.59055	1.96701	1.97275	2.00674
5.66929	1.96556	1.97614	2.01121
5.74803	1.96443	1.9796	2.0156
5.82677	1.96362	1.9832	2.01987
5.90551	1.96315	1.98682	2.02398
5.98425	1.96301	1.99055	2.02786
6.06299	1.9632	1.99424	2.03148
6.14173	1.96371	1.99802	2.03475
6.22047	1.96453	2.00172	2.03765
6.29921	1.96563	2.00547	2.04011
6.37795	1.967	2.00914	2.04211
6.45669	1.96861	2.01278	2.04362
6.53543	1.97043	2.01629	2.04464
6.61417	1.97244	2.01971	2.04515
6.69291	1.9746	2.02294	2.0452
6.77165	1.97691	2.02598	2.04476
6.85039	1.97932	2.02879	2.04392
6.92913	1.98183	2.03129	2.04269
7.00787	1.9844	2.03349	2.04113
7.08661	1.98703	2.03531	2.03927
7.16535	1.9897	2.03682	2.03713
7.24409	1.99239	2.03789	2.03477
7.32283	1.99511	2.03867	2.03223
7.40157	1.99783	2.039	2.02953
7.48031	2.00055	2.03903	2.02671
7.55906	2.00326	2.03867	2.02379
7.6378	2.00594	2.03803	2.0208
7.71654	2.00858	2.03705	2.01777
7.79528	2.01118	2.03583	2.0147
7.87402	2.0137	2.03431	2.01164
7.95276	2.01613	2.03257	2.00859
8.0315	2.01844	2.03064	2.00558
8.11024	2.02064	2.02851	2.00262
8.18898	2.02265	2.02626	1.99974
8.26772	2.02452	2.02383	1.99693
8.34646	2.02616	2.02137	1.99423
8.4252	2.02764	2.01873	1.99163
8.50394	2.02884	2.01614	1.98914
8.58268	2.02987	2.0134	1.98677
8.66142	2.03061	2.01077	1.98452
8.74016	2.03118	2.008	1.98239
8.8189	2.03146	2.00539	1.98039
8.89764	2.03158	2.00267	1.97851
8.97638	2.03142	2.00017	1.97679
9.05512	2.0311	1.99758	1.97519
9.13386	2.03055	1.99521	1.97376
9.2126	2.02985	1.99281	1.97249
9.29134	2.02895	1.99062	1.97139
9.37008	2.02791	1.98845	1.97048
9.44882	2.02672	1.9865	1.96975
9.52756	2.02539	1.98462	1.96923
9.6063	2.02397	1.98296	1.96893
9.68504	2.02238	1.98141	1.96884
9.76378	2.02077	1.98012	1.96896
9.84252	2.01899	1.97898	1.96932
9.92126	2.01724	1.97811	1.96988
10	2.01532	1.97743	1.97066
10.0787	2.01349	1.97704	1.97162
10.1575	2.01149	1.97687	1.97278
10.2362	2.00962	1.97699	1.97409
10.315	2.0076	1.97734	1.97556
10.3937	2.00573	1.97796	1.97716
10.4724	2.00375	1.97882	1.97886
10.5512	2.0019	1.97992	1.98066
10.6299	1.99999	1.98124	1.98253
10.7087	1.99821	1.98275	1.98448
10.7874	1.99641	1.98445	1.98646
10.8661	1.99474	1.9863	1.98848
10.9449	1.99308	1.9883	1.99053
11.0236	1.99156	1.99037	1.9926
11.1024	1.9901	1.99254	1.99465
11.1811	1.98877	1.99473	1.99672
11.2598	1.98755	1.99695	1.99878
11.3386	1.98649	1.99917	2.00084
11.4173	1.98556	2.00135	2.00285
11.4961	1.98481	2.00348	2.00485
11.5748	1.98422	2.00554	2.0068
11.6535	1.98383	2.00749	2.00871
11.7323	1.98362	2.00934	2.01056
11.811	1.98362	2.01102	2.01236
11.8898	1.98384	2.01254	2.01409
11.9685	1.98425	2.01385	2.01576
12.0472	1.98487	2.01496	2.01733
12.126	1.98568	2.01584	2.01881
12.2047	1.98666	2.01649	2.02018
12.2835	1.98779	2.0169	2.02143
12.3622	1.98904	2.01707	2.02252
12.4409	1.99042	2.017	2.02347
12.5197	1.99185	2.01669	2.02424
12.5984	1.99339	2.01619	2.02484
12.6772	1.99494	2.01547	2.02525
12.7559	1.99655	2.01455	2.02544
12.8346	1.99812	2.01346	2.02546
12.9134	1.99973	2.0122	2.02524
12.9921	2.00131	2.01082	2.02484
13.0709	2.00285	2.00932	2.02422
13.1496	2.00431	2.00775	2.02344
13.2283	2.0057	2.00608	2.02244
13.3071	2.00698	2.00439	2.0213
13.3858	2.00817	2.00267	2.01998
13.4646	2.00921	2.00097	2.01855
13.5433	2.01013	1.9993	2.01695
13.622	2.01087	1.99769	2.01527
13.7008	2.01149	1.99614	2.01345
13.7795	2.01193	1.9947	2.01157
13.8583	2.01223	1.99335	2.00959
13.937	2.01236	1.99214	2.00758
14.0157	2.01233	1.99107	2.00551
14.0945	2.01214	1.99013	2.00343
14.1732	2.01182	1.98938	2.00135
14.252	2.01133	1.98876	1.99931
14.3307	2.01073	1.98836	1.99731
14.4094	2.00999	1.98805	1.99539
14.4882	2.00914	1.98798	1.99357
14.5669	2.00819	1.98801	1.99187
14.6457	2.00717	1.98825	1.99034
14.7244	2.00606	1.98857	1.98894
14.8031	2.00492	1.9891	1.98777
14.8819	2.00373	1.98969	1.98674
14.9606	2.00253	1.99045	1.98598
15.0394	2.00134	1.99125	1.98534
15.1181	2.00015	1.9922	1.98501
15.1969	1.99901	1.99317	1.9848
15.2756	1.99792	1.99424	1.98489
15.3543	1.99687	1.9953	1.98508
15.4331	1.9959	1.99644	1.98556
15.5118	1.99501	1.99756	1.98614
15.5906	1.9942	1.99871	1.98697
15.6693	1.99345	1.99982	1.98787
15.748	1.99285	2.00093	1.98901
15.8268	1.99231	2.00199	1.9902
15.9055	1.99192	2.00302	1.99156
15.9843	1.9916	2.00397	1.99295
16.063	1.99144	2.00488	1.99446
16.1417	1.99135	2.00571	1.99597
16.2205	1.99142	2.00646	1.99753
16.2992	1.99153	2.00712	1.99906
16.378	1.99182	2.00769	2.00059
16.4567	1.99214	2.00817	2.00205
16.5354	1.99261	2.00853	2.00346
16.6142	1.99309	2.00879	2.0048
16.6929	1.99372	2.00894	2.00604
16.7717	1.99434	2.009	2.00718
16.8504	1.99508	2.00892	2.00817
16.9291	1.9958	2.00877	2.00905
17.0079	1.99662	2.00849	2.00976
17.0866	1.99741	2.00814	2.01035
17.1654	1.99827	2.00768	2.01079
17.2441	1.99908	2.00716	2.01108
17.3228	1.99994	2.00655	2.01122
17.4016	2.00074	2.0059	2.01122
17.4803	2.00156	2.00518	2.01108
17.5591	2.00231	2.00442	2.01083
17.6378	2.00305	2.00363	2.01043
17.7165	2.00373	2.00282	2.00994
17.7953	2.00437	2.002	2.00932
17.874	2.00493	2.00117	2.00862
17.9528	2.00544	2.00036	2.00784
18.0315	2.00588	1.99954	2.00698
18.1102	2.00625	1.99878	2.00608
18.189	2.00654	1.99801	2.00513
18.2677	2.00675	1.99732	2.00414
18.3465	2.0069	1.99664	2.00312
18.4252	2.00696	1.99605	2.00212
18.5039	2.00695	1.99548	2.0011
18.5827	2.00686	1.99501	2.00013
18.6614	2.00671	1.99457	1.99914
18.7402	2.00648	1.99424	1.99823
18.8189	2.0062	1.99394	1.99733
18.8976	2.00585	1.99376	1.99651
18.9764	2.00545	1.99361	1.99573
19.0551	2.005	1.99358	1.99505
19.1339	2.00451	1.99357	1.9944
19.2126	2.00398	1.99368	1.9939
19.2913	2.00342	1.99383	1.99343
19.3701	2.00285	1.99408	1.9931
19.4488	2.00223	1.99435	1.99281
19.5276	2.00164	1.99472	1.99265
19.6063	2.00101	1.99511	1.99254
19.685	2.00042	1.99559	1.99257
19.7638	1.9998	1.99607	1.99265
19.8425	1.99923	1.99662	1.99283
19.9213	1.99865	1.99719	1.99305
